"country","country_use","iso3_use","sector","gear","fishery","year","catch_mt","catch_prop","candidate"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Artisanal","hand or tools","British Virgin Isl. (UK)-Artisanal-hand or tools",2014,10.3845013355,1.47592204660003e-07,"yes"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Artisanal","small scale gillnets","British Virgin Isl. (UK)-Artisanal-small scale gillnets",2014,1.2389933921,1.76094894103464e-08,"no"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Artisanal","small scale lines","British Virgin Isl. (UK)-Artisanal-small scale lines",2014,20.8741062765,2.96678219407972e-07,"yes"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Artisanal","small scale pots or traps","British Virgin Isl. (UK)-Artisanal-small scale pots or traps",2014,153.9143821322,2.18754490503225e-06,"yes"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Artisanal","small scale seine nets","British Virgin Isl. (UK)-Artisanal-small scale seine nets",2014,90.1558861233,1.28136205736964e-06,"yes"
"British Virgin Isl. (UK)","British Virgin Islands","VGB","Industrial","pole and line","British Virgin Isl. (UK)-Industrial-pole and line",2014,1.9086338901,2.7126914873192e-08,"no"
"Brunei Darussalam","Brunei","BRN","Industrial","bottom trawl","Brunei Darussalam-Industrial-bottom trawl",2014,2309.8772553366,3.2829682003475e-05,"no"
"Brunei Darussalam","Brunei","BRN","Industrial","purse seine","Brunei Darussalam-Industrial-purse seine",2014,716.8296017369,1.01881118666934e-05,"no"
"Brunei Darussalam","Brunei","BRN","Industrial","unknown class","Brunei Darussalam-Industrial-unknown class",2014,81.7974856066,1.16256629435367e-06,"no"
"Bulgaria","Bulgaria","BGR","Artisanal","small scale encircling nets","Bulgaria-Artisanal-small scale encircling nets",2014,164.290337848,2.33501565303189e-06,"no"
"Bulgaria","Bulgaria","BGR","Artisanal","small scale gillnets","Bulgaria-Artisanal-small scale gillnets",2014,688.600059638,9.78689275945754e-06,"no"
"Bulgaria","Bulgaria","BGR","Artisanal","small scale lines","Bulgaria-Artisanal-small scale lines",2014,19.206512542,2.72977145297588e-07,"yes"
"Bulgaria","Bulgaria","BGR","Artisanal","small scale pots or traps","Bulgaria-Artisanal-small scale pots or traps",2014,1.1430899761,1.62464392123097e-08,"yes"
"Bulgaria","Bulgaria","BGR","Industrial","dredge","Bulgaria-Industrial-dredge",2014,4809.99999999,6.83632734473483e-05,"no"
"Bulgaria","Bulgaria","BGR","Industrial","pelagic trawl","Bulgaria-Industrial-pelagic trawl",2014,2280.56,3.24130035121432e-05,"no"
"Bulgaria","Bulgaria","BGR","Industrial","purse seine","Bulgaria-Industrial-purse seine",2014,582.44999999,8.2782096920597e-06,"no"
"Bulgaria","Bulgaria","BGR","Industrial","unknown by source","Bulgaria-Industrial-unknown by source",2014,7.999999999,1.13701910085563e-07,"no"
"Cambodia","Cambodia","KHM","Industrial","bottom trawl","Cambodia-Industrial-bottom trawl",2014,80727.001046692,0.00114735177695444,"no"
"Cambodia","Cambodia","KHM","Industrial","purse seine","Cambodia-Industrial-purse seine",2014,39522.9989531714,0.00056173005923088,"no"
"Cameroon","Cameroon","CMR","Artisanal","bagnets","Cameroon-Artisanal-bagnets",2014,10615.6923916763,0.000150878062745657,"yes"
"Cameroon","Cameroon","CMR","Artisanal","cast nets","Cameroon-Artisanal-cast nets",2014,24213.3917808755,0.00034413861193497,"yes"
"Cameroon","Cameroon","CMR","Artisanal","hand or tools","Cameroon-Artisanal-hand or tools",2014,3017.6580094361,4.28891849625966e-05,"yes"
"Cameroon","Cameroon","CMR","Artisanal","harpoon","Cameroon-Artisanal-harpoon",2014,622.2007307565,8.84317644406132e-06,"no"
"Cameroon","Cameroon","CMR","Artisanal","small scale encircling nets","Cameroon-Artisanal-small scale encircling nets",2014,9352.1221318944,0.000132919268735348,"no"
"Cameroon","Cameroon","CMR","Artisanal","small scale gillnets","Cameroon-Artisanal-small scale gillnets",2014,34785.9969523981,0.000494404287276582,"no"
"Cameroon","Cameroon","CMR","Artisanal","small scale lines","Cameroon-Artisanal-small scale lines",2014,24251.9841914037,0.000344687115784022,"yes"
"Cameroon","Cameroon","CMR","Artisanal","small scale other nets","Cameroon-Artisanal-small scale other nets",2014,3691.6375064343,5.24682794846943e-05,"yes"
"Cameroon","Cameroon","CMR","Artisanal","small scale pots or traps","Cameroon-Artisanal-small scale pots or traps",2014,8370.3161237439,0.000118965116426079,"yes"
"Cameroon","Cameroon","CMR","Artisanal","small scale seine nets","Cameroon-Artisanal-small scale seine nets",2014,24626.2244277193,0.000350006094497181,"yes"
"Cameroon","Cameroon","CMR","Industrial","bottom trawl","Cameroon-Industrial-bottom trawl",2014,5138.8874951396,7.30376654981533e-05,"no"
"Cameroon","Cameroon","CMR","Industrial","shrimp trawl","Cameroon-Industrial-shrimp trawl",2014,257.7288681476,3.66303307452943e-06,"no"
"Canada","Canada","CAN","Artisanal","hand or tools","Canada-Artisanal-hand or tools",2014,372.0000000086,5.28713881976182e-06,"yes"
"Canada","Canada","CAN","Artisanal","harpoon","Canada-Artisanal-harpoon",2014,96.6088176676,1.37307588766089e-06,"no"
"Canada","Canada","CAN","Artisanal","lines","Canada-Artisanal-lines",2014,1410.0000000187,2.00399616553513e-05,"yes"
"Canada","Canada","CAN","Artisanal","small scale gillnets","Canada-Artisanal-small scale gillnets",2014,16414.867773244,0.000233300227481638,"no"
"Canada","Canada","CAN","Artisanal","small scale hand lines","Canada-Artisanal-small scale hand lines",2014,965.5804572079,1.37235427924442e-05,"yes"
"Canada","Canada","CAN","Artisanal","small scale longline","Canada-Artisanal-small scale longline",2014,7917.7597494713,0.000112533050903251,"yes"
"Canada","Canada","CAN","Industrial","artisanal fishing gear","Canada-Industrial-artisanal fishing gear",2014,149.0809235035,2.11884822022332e-06,"no"
"Canada","Canada","CAN","Industrial","bottom trawl","Canada-Industrial-bottom trawl",2014,82826.616403829,0.0011771930615271,"no"
"Canada","Canada","CAN","Industrial","dredge","Canada-Industrial-dredge",2014,69745.0000062995,0.000991267465078144,"no"
"Canada","Canada","CAN","Industrial","gillnet","Canada-Industrial-gillnet",2014,17124.7191580771,0.000243389159774449,"no"
"Canada","Canada","CAN","Industrial","hand lines","Canada-Industrial-hand lines",2014,7945.7670444499,0.000112931111270226,"no"
"Canada","Canada","CAN","Industrial","lines","Canada-Industrial-lines",2014,40.0086931337,5.68633103737186e-07,"no"
"Canada","Canada","CAN","Industrial","longline","Canada-Industrial-longline",2014,6929.5055140494,9.84872516242934e-05,"no"
"Canada","Canada","CAN","Industrial","mixed gear","Canada-Industrial-mixed gear",2014,1995.1555362782,2.83566244276218e-05,"no"
"Canada","Canada","CAN","Industrial","other","Canada-Industrial-other",2014,9242.2699320675,0.000131357968116725,"no"
"Canada","Canada","CAN","Industrial","pelagic trawl","Canada-Industrial-pelagic trawl",2014,45288.1434203982,0.000643668551471485,"no"
"Canada","Canada","CAN","Industrial","pole and line","Canada-Industrial-pole and line",2014,300.7263074899,4.27414444735678e-06,"no"
"Canada","Canada","CAN","Industrial","pots or traps","Canada-Industrial-pots or traps",2014,96646.9698567974,0.00137361813475917,"no"
"Canada","Canada","CAN","Industrial","purse seine","Canada-Industrial-purse seine",2014,35243.9111411916,0.000500912502017533,"no"
"Canada","Canada","CAN","Industrial","shrimp trawl","Canada-Industrial-shrimp trawl",2014,129105.842559751,0.00183494761301058,"no"
"Canada","Canada","CAN","Industrial","unknown class","Canada-Industrial-unknown class",2014,283513.752119213,0.00402950689443862,"no"
"Cape Verde","Cape Verde","CPV","Industrial","hand lines","Cape Verde-Industrial-hand lines",2014,20.4432300197,2.90554287731122e-07,"no"
"Cape Verde","Cape Verde","CPV","Industrial","pots or traps","Cape Verde-Industrial-pots or traps",2014,0.3082775147,4.38146778277523e-09,"no"
"Cape Verde","Cape Verde","CPV","Industrial","purse seine","Cape Verde-Industrial-purse seine",2014,7263.080660098,0.000103228268032736,"no"
"Cayman Isl. (UK)","Cayman Islands","CYM","Industrial","other industrial","Cayman Isl. (UK)-Industrial-other industrial",2014,124.9996755085,1.77658773339608e-06,"no"
"Channel Isl. (UK)",NA,NA,"Artisanal","small scale gillnets","Channel Isl. (UK)-Artisanal-small scale gillnets",2014,60.310147079,8.57172365160091e-07,"no"
"Channel Isl. (UK)",NA,NA,"Artisanal","small scale lines","Channel Isl. (UK)-Artisanal-small scale lines",2014,8.8814396562,1.2622958166823e-07,"yes"
"Channel Isl. (UK)",NA,NA,"Artisanal","small scale pots or traps","Channel Isl. (UK)-Artisanal-small scale pots or traps",2014,371.6829462528,5.28263261755697e-06,"yes"
"Channel Isl. (UK)",NA,NA,"Artisanal","small scale seine nets","Channel Isl. (UK)-Artisanal-small scale seine nets",2014,0.0154621324,2.19759248511954e-10,"yes"
"Channel Isl. (UK)",NA,NA,"Industrial","bottom trawl","Channel Isl. (UK)-Industrial-bottom trawl",2014,126.7502396127,1.80146804369604e-06,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","dredge","Channel Isl. (UK)-Industrial-dredge",2014,441.767492247,6.27872596105899e-06,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","gillnet","Channel Isl. (UK)-Industrial-gillnet",2014,1.8814574184,2.67406627804342e-08,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","longline","Channel Isl. (UK)-Industrial-longline",2014,1.0936857354,1.55442696454823e-08,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","other","Channel Isl. (UK)-Industrial-other",2014,0.3152681739,4.4808241957623e-09,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","pelagic trawl","Channel Isl. (UK)-Industrial-pelagic trawl",2014,10.9795948335,1.56050113086323e-07,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","purse seine","Channel Isl. (UK)-Industrial-purse seine",2014,3.818939998,5.42775965411294e-08,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","shrimp trawl","Channel Isl. (UK)-Industrial-shrimp trawl",2014,551.6396186653,7.84030979111959e-06,"no"
"Channel Isl. (UK)",NA,NA,"Industrial","unknown class","Channel Isl. (UK)-Industrial-unknown class",2014,1062.8637079984,1.51062042218936e-05,"no"
"Chile","Chile","CHL","Artisanal","hand or tools","Chile-Artisanal-hand or tools",2014,296316.503970317,0.00421146906193911,"yes"
"Chile","Chile","CHL","Artisanal","harpoon","Chile-Artisanal-harpoon",2014,1013.6576586534,1.44068514970198e-05,"no"
"Chile","Chile","CHL","Artisanal","small scale gillnets","Chile-Artisanal-small scale gillnets",2014,62942.8913356968,0.000894590871508922,"no"
"Chile","Chile","CHL","Artisanal","small scale hand lines","Chile-Artisanal-small scale hand lines",2014,259584.21000463,0.00368940256365847,"yes"
"Chile","Chile","CHL","Artisanal","small scale longline","Chile-Artisanal-small scale longline",2014,61503.0451116953,0.000874126713269057,"yes"
"Chile","Chile","CHL","Artisanal","small scale seine nets","Chile-Artisanal-small scale seine nets",2014,16963.650000157,0.00024109992591024,"yes"
"Chile","Chile","CHL","Industrial","bottom trawl","Chile-Industrial-bottom trawl",2014,20949.1277766431,0.000297744480391075,"no"
"Chile","Chile","CHL","Industrial","longline","Chile-Industrial-longline",2014,23.2032245047,3.2978136833229e-07,"no"
"Chile","Chile","CHL","Industrial","mixed gear","Chile-Industrial-mixed gear",2014,576.8254035752,8.19826877257181e-06,"no"
"Chile","Chile","CHL","Industrial","pelagic trawl","Chile-Industrial-pelagic trawl",2014,24125.215924758,0.000342885391526815,"no"
"Chile","Chile","CHL","Industrial","pots or traps","Chile-Industrial-pots or traps",2014,0.0481444102,6.84263925045893e-10,"no"
"Chile","Chile","CHL","Industrial","purse seine","Chile-Industrial-purse seine",2014,2096028.82129815,0.0297903100757227,"no"
"Chile","Chile","CHL","Industrial","unknown class","Chile-Industrial-unknown class",2014,4.3450836834,6.17555392932438e-08,"no"
"China","China","CHN","Artisanal","artisanal fishing gear","China-Artisanal-artisanal fishing gear",2014,390984.812054443,0.00555696499382402,"no"
"China","China","CHN","Artisanal","bagnets","China-Artisanal-bagnets",2014,530253.379782222,0.00753635276476258,"yes"
"China","China","CHN","Artisanal","cast nets","China-Artisanal-cast nets",2014,48902.2501590252,0.000695034906407281,"yes"
"China","China","CHN","Artisanal","hand or tools","China-Artisanal-hand or tools",2014,24601.0689896072,0.000349648566826838,"yes"
"China","China","CHN","Artisanal","small scale encircling nets","China-Artisanal-small scale encircling nets",2014,100797.972751279,0.0014326152545007,"no"
"China","China","CHN","Artisanal","small scale gillnets","China-Artisanal-small scale gillnets",2014,525103.386580307,0.00746315725675525,"no"
"China","China","CHN","Artisanal","small scale lines","China-Artisanal-small scale lines",2014,293165.787233289,0.00416668874804119,"yes"
"China","China","CHN","Artisanal","small scale other nets","China-Artisanal-small scale other nets",2014,160914.206142142,0.00228703157506883,"yes"
"China","China","CHN","Artisanal","small scale pots or traps","China-Artisanal-small scale pots or traps",2014,1015264.50598428,0.0144296891983647,"yes"
"China","China","CHN","Artisanal","small scale seine nets","China-Artisanal-small scale seine nets",2014,205087.827350792,0.00291485971349977,"yes"
"China","China","CHN","Industrial","bottom trawl","China-Industrial-bottom trawl",2014,6929073.42256372,0.098481110420886,"no"
"China","China","CHN","Industrial","gillnet","China-Industrial-gillnet",2014,1415051.00358017,0.0201117502494588,"no"
"China","China","CHN","Industrial","longline","China-Industrial-longline",2014,372498.366204635,0.00529422196831411,"no"
"China","China","CHN","Industrial","mixed gear","China-Industrial-mixed gear",2014,0.183229723,2.60419618651911e-09,"no"
"China","China","CHN","Industrial","pelagic trawl","China-Industrial-pelagic trawl",2014,1686001.90467283,0.0239627046241451,"no"
"China","China","CHN","Industrial","purse seine","China-Industrial-purse seine",2014,519744.61995023,0.00738699450655292,"no"
"China","China","CHN","Industrial","shrimp trawl","China-Industrial-shrimp trawl",2014,28.5706905694,4.06067761326305e-07,"no"
"China","China","CHN","Industrial","unknown class","China-Industrial-unknown class",2014,1212.7807957208,1.72369366257227e-05,"no"
"Colombia","Colombia","COL","Artisanal","cast nets","Colombia-Artisanal-cast nets",2014,7.2300843618,1.02759300264898e-07,"yes"
"Colombia","Colombia","COL","Artisanal","hand or tools","Colombia-Artisanal-hand or tools",2014,89.8093156148,1.27643634126955e-06,"yes"
"Colombia","Colombia","COL","Artisanal","harpoon","Colombia-Artisanal-harpoon",2014,19.5255153022,2.77511048192818e-07,"no"
"Colombia","Colombia","COL","Artisanal","small scale encircling nets","Colombia-Artisanal-small scale encircling nets",2014,149.144224008,2.11974789375731e-06,"no"
"Colombia","Colombia","COL","Artisanal","small scale gillnets","Colombia-Artisanal-small scale gillnets",2014,8024.3466456727,0.000114047942614465,"no"
"Colombia","Colombia","COL","Artisanal","small scale hand lines","Colombia-Artisanal-small scale hand lines",2014,948.2937718943,1.34778516500129e-05,"yes"
"Colombia","Colombia","COL","Artisanal","small scale lines","Colombia-Artisanal-small scale lines",2014,264.8843339935,3.764731841321e-06,"yes"
"Colombia","Colombia","COL","Artisanal","small scale longline","Colombia-Artisanal-small scale longline",2014,2073.8553908784,2.9475164901699e-05,"yes"
"Colombia","Colombia","COL","Artisanal","small scale pots or traps","Colombia-Artisanal-small scale pots or traps",2014,782.0062433033,1.11144504466919e-05,"yes"
"Colombia","Colombia","COL","Artisanal","small scale purse seine","Colombia-Artisanal-small scale purse seine",2014,284.5868956469,4.04475920305227e-06,"no"
"Colombia","Colombia","COL","Artisanal","small scale seine nets","Colombia-Artisanal-small scale seine nets",2014,3878.1357624222,5.5118930476707e-05,"yes"
"Colombia","Colombia","COL","Industrial","lines","Colombia-Industrial-lines",2014,60.7642507329,8.63626421764056e-07,"no"
"Colombia","Colombia","COL","Industrial","longline","Colombia-Industrial-longline",2014,0.0277272973,3.94080833114296e-10,"no"
"Colombia","Colombia","COL","Industrial","mixed gear","Colombia-Industrial-mixed gear",2014,16.4850286101,2.34297405127228e-07,"no"
"Colombia","Colombia","COL","Industrial","purse seine","Colombia-Industrial-purse seine",2014,14167.1562429575,0.000201354090688279,"no"
"Colombia","Colombia","COL","Industrial","shrimp trawl","Colombia-Industrial-shrimp trawl",2014,809.0218798803,1.14984166318627e-05,"no"
"Colombia","Colombia","COL","Industrial","unknown class","Colombia-Industrial-unknown class",2014,12725.6060215237,0.000180865713978057,"no"
"Comoros","Comoros","COM","Artisanal","small scale lines","Comoros-Artisanal-small scale lines",2014,6177.1876515921,8.77947543788465e-05,"yes"
"Comoros","Comoros","COM","Subsistence","small scale lines","Comoros-Subsistence-small scale lines",2014,3078.0434546561,4.3747427520564e-05,"yes"
"Congo (ex-Zaire)","Congo - Kinshasa","COD","Artisanal","bagnets","Congo (ex-Zaire)-Artisanal-bagnets",2014,254.6325229913,3.6190255297045e-06,"yes"
