"country","country_use","iso3_use","sector","gear","fishery","year","catch_mt","catch_prop","candidate"
"Lebanon","Lebanon","LBN","Artisanal","small scale lines","Lebanon-Artisanal-small scale lines",2014,458.135344791,6.51135797336953e-06,"yes"
"Lebanon","Lebanon","LBN","Artisanal","small scale other nets","Lebanon-Artisanal-small scale other nets",2014,35.395191922,5.03062616234946e-07,"yes"
"Lebanon","Lebanon","LBN","Artisanal","small scale pots or traps","Lebanon-Artisanal-small scale pots or traps",2014,1266.9880098896,1.80073695997452e-05,"yes"
"Lebanon","Lebanon","LBN","Artisanal","small scale seine nets","Lebanon-Artisanal-small scale seine nets",2014,215.4504346759,3.06214074430961e-06,"yes"
"Liberia","Liberia","LBR","Artisanal","bagnets","Liberia-Artisanal-bagnets",2014,476.5982065671,6.77376580460087e-06,"yes"
"Liberia","Liberia","LBR","Artisanal","cast nets","Liberia-Artisanal-cast nets",2014,313.7844344571,4.45973619466878e-06,"yes"
"Liberia","Liberia","LBR","Artisanal","hand or tools","Liberia-Artisanal-hand or tools",2014,9.0844568271,1.29115011682528e-07,"yes"
"Liberia","Liberia","LBR","Artisanal","harpoon","Liberia-Artisanal-harpoon",2014,21.6764120581,3.08081181889474e-07,"no"
"Liberia","Liberia","LBR","Artisanal","small scale encircling nets","Liberia-Artisanal-small scale encircling nets",2014,1041.6240027132,1.48043298392832e-05,"no"
"Liberia","Liberia","LBR","Artisanal","small scale gillnets","Liberia-Artisanal-small scale gillnets",2014,2097.22185213,2.98072663112714e-05,"no"
"Liberia","Liberia","LBR","Artisanal","small scale lines","Liberia-Artisanal-small scale lines",2014,1633.606410244,2.32180211494977e-05,"yes"
"Liberia","Liberia","LBR","Artisanal","small scale other nets","Liberia-Artisanal-small scale other nets",2014,11.1530493663,1.58515377048176e-07,"yes"
"Liberia","Liberia","LBR","Artisanal","small scale pots or traps","Liberia-Artisanal-small scale pots or traps",2014,436.947276254,6.21021749037179e-06,"yes"
"Liberia","Liberia","LBR","Artisanal","small scale seine nets","Liberia-Artisanal-small scale seine nets",2014,816.783286512,1.16087274767484e-05,"yes"
"Liberia","Liberia","LBR","Subsistence","subsistence fishing gear","Liberia-Subsistence-subsistence fishing gear",2014,441.7706131761,6.27877031800899e-06,"no"
"Libya","Libya","LBY","Artisanal","bagnets","Libya-Artisanal-bagnets",2014,169.7099115024,2.41204263758586e-06,"yes"
"Libya","Libya","LBY","Artisanal","cast nets","Libya-Artisanal-cast nets",2014,2098.6237306897,2.98271908450171e-05,"yes"
"Libya","Libya","LBY","Artisanal","harpoon","Libya-Artisanal-harpoon",2014,14.3269877351,2.03625733932117e-07,"no"
"Libya","Libya","LBY","Artisanal","small scale encircling nets","Libya-Artisanal-small scale encircling nets",2014,2274.2732113625,3.23236510275835e-05,"no"
"Libya","Libya","LBY","Artisanal","small scale gillnets","Libya-Artisanal-small scale gillnets",2014,6233.6072321453,8.85966311383374e-05,"no"
"Libya","Libya","LBY","Artisanal","small scale lines","Libya-Artisanal-small scale lines",2014,8787.687185851,0.000124897102298823,"yes"
"Libya","Libya","LBY","Artisanal","small scale other nets","Libya-Artisanal-small scale other nets",2014,62.8979801361,8.93952560361543e-07,"yes"
"Libya","Libya","LBY","Artisanal","small scale pots or traps","Libya-Artisanal-small scale pots or traps",2014,1300.2711533132,1.84804142224187e-05,"yes"
"Libya","Libya","LBY","Artisanal","small scale seine nets","Libya-Artisanal-small scale seine nets",2014,1592.5780955611,2.26348964310451e-05,"yes"
"Libya","Libya","LBY","Industrial","bottom trawl","Libya-Industrial-bottom trawl",2014,1396.0245120517,1.98413316957983e-05,"no"
"Libya","Libya","LBY","Industrial","purse seine","Libya-Industrial-purse seine",2014,611.1559757187,8.68620022601357e-06,"no"
"Lithuania","Lithuania","LTU","Artisanal","small scale encircling nets","Lithuania-Artisanal-small scale encircling nets",2014,379.4709721575,5.39332179521584e-06,"no"
"Lithuania","Lithuania","LTU","Artisanal","small scale gillnets","Lithuania-Artisanal-small scale gillnets",2014,153.7352104338,2.18499838448926e-06,"no"
"Lithuania","Lithuania","LTU","Artisanal","small scale lines","Lithuania-Artisanal-small scale lines",2014,33.0758274449,4.70098094826966e-07,"yes"
"Lithuania","Lithuania","LTU","Artisanal","small scale pots or traps","Lithuania-Artisanal-small scale pots or traps",2014,0.3218485756,4.57434972607652e-09,"yes"
"Lithuania","Lithuania","LTU","Artisanal","small scale seine nets","Lithuania-Artisanal-small scale seine nets",2014,24.8761414453,3.53558099780352e-07,"yes"
"Lithuania","Lithuania","LTU","Industrial","bottom trawl","Lithuania-Industrial-bottom trawl",2014,2225.833869993,3.16351953228726e-05,"no"
"Lithuania","Lithuania","LTU","Industrial","mixed gear","Lithuania-Industrial-mixed gear",2014,256.9164780248,3.65148678594086e-06,"no"
"Lithuania","Lithuania","LTU","Industrial","pelagic trawl","Lithuania-Industrial-pelagic trawl",2014,647.9361980623,9.20894791780879e-06,"no"
"Lithuania","Lithuania","LTU","Industrial","purse seine","Lithuania-Industrial-purse seine",2014,23254.4113400432,0.000330508873451101,"no"
"Lithuania","Lithuania","LTU","Industrial","unknown class","Lithuania-Industrial-unknown class",2014,82370.4871261743,0.00117071021526188,"no"
"Madagascar","Madagascar","MDG","Artisanal","bagnets","Madagascar-Artisanal-bagnets",2014,4147.9462405866,5.89536763182352e-05,"yes"
"Madagascar","Madagascar","MDG","Artisanal","cast nets","Madagascar-Artisanal-cast nets",2014,615.6388669844,8.74991438847353e-06,"yes"
"Madagascar","Madagascar","MDG","Artisanal","hand or tools","Madagascar-Artisanal-hand or tools",2014,1847.1905198776,2.62536363035352e-05,"yes"
"Madagascar","Madagascar","MDG","Artisanal","harpoon","Madagascar-Artisanal-harpoon",2014,292.5429535578,4.15783657571899e-06,"no"
"Madagascar","Madagascar","MDG","Artisanal","small scale encircling nets","Madagascar-Artisanal-small scale encircling nets",2014,4584.522939716,6.51586268927437e-05,"no"
"Madagascar","Madagascar","MDG","Artisanal","small scale gillnets","Madagascar-Artisanal-small scale gillnets",2014,15025.077357271,0.000213547499364826,"no"
"Madagascar","Madagascar","MDG","Artisanal","small scale lines","Madagascar-Artisanal-small scale lines",2014,8284.3716526472,0.000117743610110303,"yes"
"Madagascar","Madagascar","MDG","Artisanal","small scale other nets","Madagascar-Artisanal-small scale other nets",2014,1104.7256031855,1.57011764022898e-05,"yes"
"Madagascar","Madagascar","MDG","Artisanal","small scale pots or traps","Madagascar-Artisanal-small scale pots or traps",2014,3245.1260719963,4.61221291125703e-05,"yes"
"Madagascar","Madagascar","MDG","Artisanal","small scale seine nets","Madagascar-Artisanal-small scale seine nets",2014,2895.8862272153,4.11584744332517e-05,"yes"
"Madagascar","Madagascar","MDG","Industrial","shrimp trawl","Madagascar-Industrial-shrimp trawl",2014,7597.1847960057,0.000107976802835853,"no"
"Madagascar","Madagascar","MDG","Subsistence","subsistence fishing gear","Madagascar-Subsistence-subsistence fishing gear",2014,24505.1281978984,0.000348284985417617,"no"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","artisanal fishing gear","Madeira Isl. (Portugal)-Artisanal-artisanal fishing gear",2014,6.2e-09,8.81189803273265e-17,"no"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","small scale encircling nets","Madeira Isl. (Portugal)-Artisanal-small scale encircling nets",2014,0.4832899558,6.86887388831205e-09,"no"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","small scale gillnets","Madeira Isl. (Portugal)-Artisanal-small scale gillnets",2014,3.2579318546,4.63041343553657e-08,"no"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","small scale lines","Madeira Isl. (Portugal)-Artisanal-small scale lines",2014,0.7356065004,1.04549830221615e-08,"yes"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","small scale pots or traps","Madeira Isl. (Portugal)-Artisanal-small scale pots or traps",2014,0.5152223272,7.32272034108648e-09,"yes"
"Madeira Isl. (Portugal)","Portugal","PRT","Artisanal","small scale seine nets","Madeira Isl. (Portugal)-Artisanal-small scale seine nets",2014,2.6462e-06,3.76097493132534e-14,"yes"
"Madeira Isl. (Portugal)","Portugal","PRT","Industrial","pole and line","Madeira Isl. (Portugal)-Industrial-pole and line",2014,1.0806229771,1.53586120742471e-08,"no"
"Malaysia","Malaysia","MYS","Artisanal","artisanal fishing gear","Malaysia-Artisanal-artisanal fishing gear",2014,3091.080505622,4.39327197201754e-05,"no"
"Malaysia","Malaysia","MYS","Artisanal","bagnets","Malaysia-Artisanal-bagnets",2014,45884.7467835129,0.000652147919216247,"yes"
"Malaysia","Malaysia","MYS","Artisanal","cast nets","Malaysia-Artisanal-cast nets",2014,12009.3906935217,0.000170686332623487,"yes"
"Malaysia","Malaysia","MYS","Artisanal","hand or tools","Malaysia-Artisanal-hand or tools",2014,1120.6891642268,1.59280623250886e-05,"yes"
"Malaysia","Malaysia","MYS","Artisanal","small scale encircling nets","Malaysia-Artisanal-small scale encircling nets",2014,27645.3737924113,0.000392916475702432,"no"
"Malaysia","Malaysia","MYS","Artisanal","small scale gillnets","Malaysia-Artisanal-small scale gillnets",2014,88566.8205598035,0.00125877708363922,"no"
"Malaysia","Malaysia","MYS","Artisanal","small scale lines","Malaysia-Artisanal-small scale lines",2014,53045.9206486689,0.000753927812594351,"yes"
"Malaysia","Malaysia","MYS","Artisanal","small scale other nets","Malaysia-Artisanal-small scale other nets",2014,21059.6601671698,0.000299315448382422,"yes"
"Malaysia","Malaysia","MYS","Artisanal","small scale pots or traps","Malaysia-Artisanal-small scale pots or traps",2014,77715.8363100451,0.00110455487918171,"yes"
"Malaysia","Malaysia","MYS","Artisanal","small scale seine nets","Malaysia-Artisanal-small scale seine nets",2014,9244.0035056122,0.000131382606944642,"yes"
"Malaysia","Malaysia","MYS","Industrial","bottom trawl","Malaysia-Industrial-bottom trawl",2014,451256.414664923,0.00641358953652229,"no"
"Malaysia","Malaysia","MYS","Industrial","longline","Malaysia-Industrial-longline",2014,2311.9212094945,3.28587321899637e-05,"no"
"Malaysia","Malaysia","MYS","Industrial","pelagic trawl","Malaysia-Industrial-pelagic trawl",2014,290149.412484617,0.0041238178017286,"no"
"Malaysia","Malaysia","MYS","Industrial","purse seine","Malaysia-Industrial-purse seine",2014,327997.801704519,0.00466174707029142,"no"
"Malaysia","Malaysia","MYS","Subsistence","subsistence fishing gear","Malaysia-Subsistence-subsistence fishing gear",2014,57856.1550921425,0.000822294418125686,"no"
"Maldives","Maldives","MDV","Artisanal","small scale gillnets","Maldives-Artisanal-small scale gillnets",2014,0.1592354344,2.26317163085595e-09,"no"
"Maldives","Maldives","MDV","Artisanal","small scale lines","Maldives-Artisanal-small scale lines",2014,139.8225390629,1.98726122080654e-06,"yes"
"Maldives","Maldives","MDV","Industrial","lines","Maldives-Industrial-lines",2014,57.7927243047,8.21392892914268e-07,"no"
"Maldives","Maldives","MDV","Industrial","longline","Maldives-Industrial-longline",2014,113.0874219473,1.60728198545842e-06,"no"
"Maldives","Maldives","MDV","Recreational","recreational fishing gear","Maldives-Recreational-recreational fishing gear",2014,0.0569740903,8.09757861663391e-10,"no"
"Maldives","Maldives","MDV","Subsistence","subsistence fishing gear","Maldives-Subsistence-subsistence fishing gear",2014,579.2930468897,8.23334074235976e-06,"no"
"Malta","Malta","MLT","Artisanal","artisanal fishing gear","Malta-Artisanal-artisanal fishing gear",2014,0.0150000733,2.13192123230831e-10,"no"
"Malta","Malta","MLT","Artisanal","small scale encircling nets","Malta-Artisanal-small scale encircling nets",2014,302.114782014,4.29387847304616e-06,"no"
"Malta","Malta","MLT","Artisanal","small scale gillnets","Malta-Artisanal-small scale gillnets",2014,222.5948330095,3.16368221144011e-06,"no"
"Malta","Malta","MLT","Artisanal","small scale lines","Malta-Artisanal-small scale lines",2014,27.9056327398,3.96615468132263e-07,"yes"
"Malta","Malta","MLT","Artisanal","small scale pots or traps","Malta-Artisanal-small scale pots or traps",2014,82.6189043934,1.17424090498505e-06,"yes"
"Malta","Malta","MLT","Artisanal","small scale seine nets","Malta-Artisanal-small scale seine nets",2014,0.294783817,4.18968538242536e-09,"yes"
"Malta","Malta","MLT","Industrial","longline","Malta-Industrial-longline",2014,568.0000000447,8.07283561771941e-06,"no"
"Malta","Malta","MLT","Industrial","pole and line","Malta-Industrial-pole and line",2014,1.0000000001,1.42127387638933e-08,"no"
"Malta","Malta","MLT","Industrial","purse seine","Malta-Industrial-purse seine",2014,264.0000000208,3.75216303358824e-06,"no"
"Malta","Malta","MLT","Industrial","unknown class","Malta-Industrial-unknown class",2014,1324.2973558717,1.88218923628369e-05,"no"
"Marshall Isl.","Marshall Islands","MHL","Industrial","purse seine","Marshall Isl.-Industrial-purse seine",2014,14.7764911656,2.10014408762648e-07,"no"
"Martinique (France)","Martinique","MTQ","Artisanal","bagnets","Martinique (France)-Artisanal-bagnets",2014,73.2347808237,1.04086680817414e-06,"yes"
"Martinique (France)","Martinique","MTQ","Artisanal","hand or tools","Martinique (France)-Artisanal-hand or tools",2014,358.3526267484,5.09317226882065e-06,"yes"
"Martinique (France)","Martinique","MTQ","Artisanal","small scale gillnets","Martinique (France)-Artisanal-small scale gillnets",2014,331.8317343564,4.71623775350552e-06,"no"
"Martinique (France)","Martinique","MTQ","Artisanal","small scale lines","Martinique (France)-Artisanal-small scale lines",2014,374.9428325058,5.32896452926623e-06,"yes"
"Martinique (France)","Martinique","MTQ","Artisanal","small scale pots or traps","Martinique (France)-Artisanal-small scale pots or traps",2014,739.2664035522,1.05070002695596e-05,"yes"
"Martinique (France)","Martinique","MTQ","Artisanal","small scale seine nets","Martinique (France)-Artisanal-small scale seine nets",2014,1705.6863626838,2.42424746835359e-05,"yes"
"Mauritania","Mauritania","MRT","Artisanal","bagnets","Mauritania-Artisanal-bagnets",2014,6254.3136623102,8.88909262209745e-05,"yes"
"Mauritania","Mauritania","MRT","Artisanal","cast nets","Mauritania-Artisanal-cast nets",2014,10704.0780661942,0.000152134265247925,"yes"
"Mauritania","Mauritania","MRT","Artisanal","hand or tools","Mauritania-Artisanal-hand or tools",2014,0.0264589149,3.76053645412178e-10,"yes"
"Mauritania","Mauritania","MRT","Artisanal","harpoon","Mauritania-Artisanal-harpoon",2014,13.4786120912,1.91567992532922e-07,"no"
"Mauritania","Mauritania","MRT","Artisanal","small scale encircling nets","Mauritania-Artisanal-small scale encircling nets",2014,67875.8062711383,0.000964701102823848,"no"
"Mauritania","Mauritania","MRT","Artisanal","small scale gillnets","Mauritania-Artisanal-small scale gillnets",2014,139688.42605789,0.00198535510770168,"no"
"Mauritania","Mauritania","MRT","Artisanal","small scale lines","Mauritania-Artisanal-small scale lines",2014,25713.731330441,0.00036546254600795,"yes"
"Mauritania","Mauritania","MRT","Artisanal","small scale other nets","Mauritania-Artisanal-small scale other nets",2014,0.03800695,5.40182851508336e-10,"yes"
"Mauritania","Mauritania","MRT","Artisanal","small scale pots or traps","Mauritania-Artisanal-small scale pots or traps",2014,8910.1115964151,0.00012663708846432,"yes"
"Mauritania","Mauritania","MRT","Artisanal","small scale seine nets","Mauritania-Artisanal-small scale seine nets",2014,37475.4039383669,0.000532628126194124,"yes"
"Mauritania","Mauritania","MRT","Industrial","bottom trawl","Mauritania-Industrial-bottom trawl",2014,1271.7955999758,1.80756986217174e-05,"no"
"Mauritania","Mauritania","MRT","Industrial","pelagic trawl","Mauritania-Industrial-pelagic trawl",2014,83525.8298396586,0.00118713079942976,"no"
"Mauritania","Mauritania","MRT","Industrial","shrimp trawl","Mauritania-Industrial-shrimp trawl",2014,24.6894185107,3.5090425548992e-07,"no"
"Mauritania","Mauritania","MRT","Industrial","unknown class","Mauritania-Industrial-unknown class",2014,49670.7131438377,0.00070595687005905,"no"
"Mauritania","Mauritania","MRT","Subsistence","subsistence fishing gear","Mauritania-Subsistence-subsistence fishing gear",2014,9832.8499999677,0.000139751728340114,"no"
"Mauritius","Mauritius","MUS","Industrial","purse seine","Mauritius-Industrial-purse seine",2014,31.5695230223,4.48689383571796e-07,"no"
"Mayotte (France)",NA,NA,"Artisanal","longline","Mayotte (France)-Artisanal-longline",2014,100.3324819603,1.42599935549218e-06,"yes"
"Mayotte (France)",NA,NA,"Artisanal","small scale lines","Mayotte (France)-Artisanal-small scale lines",2014,966.8934442702,1.37422039345591e-05,"yes"
"Mayotte (France)",NA,NA,"Artisanal","small scale other nets","Mayotte (France)-Artisanal-small scale other nets",2014,119.5032652622,1.69846869043404e-06,"yes"
"Mayotte (France)",NA,NA,"Subsistence","subsistence fishing gear","Mayotte (France)-Subsistence-subsistence fishing gear",2014,724.2644730215,1.0293781749994e-05,"no"
"Mexico","Mexico","MEX","Artisanal","bottom trawl","Mexico-Artisanal-bottom trawl",2014,42195.583345972,0.000599714803026415,"no"
"Mexico","Mexico","MEX","Artisanal","hand or tools","Mexico-Artisanal-hand or tools",2014,85675.3596150276,0.00121768150458923,"yes"
"Mexico","Mexico","MEX","Artisanal","other","Mexico-Artisanal-other",2014,73876.9266283647,0.00104999345874326,"no"
"Mexico","Mexico","MEX","Artisanal","small scale gillnets","Mexico-Artisanal-small scale gillnets",2014,214689.577551138,0.00305132688075979,"no"
"Mexico","Mexico","MEX","Artisanal","small scale longline","Mexico-Artisanal-small scale longline",2014,17743.999290339,0.000252190826515077,"yes"
"Mexico","Mexico","MEX","Artisanal","small scale pole lines","Mexico-Artisanal-small scale pole lines",2014,21719.248495213,0.000308690004979676,"yes"
"Mexico","Mexico","MEX","Artisanal","small scale pots or traps","Mexico-Artisanal-small scale pots or traps",2014,75499.6953057875,0.00107305744602739,"yes"
"Mexico","Mexico","MEX","Artisanal","small scale seine nets","Mexico-Artisanal-small scale seine nets",2014,14083.5612717556,0.00020016597720073,"yes"
"Mexico","Mexico","MEX","Industrial","longline","Mexico-Industrial-longline",2014,18734.2369438406,0.000266264815597058,"no"
"Mexico","Mexico","MEX","Industrial","mixed gear","Mexico-Industrial-mixed gear",2014,1600.2085415798,2.274334596695e-05,"no"
"Mexico","Mexico","MEX","Industrial","purse seine","Mexico-Industrial-purse seine",2014,692587.136608108,0.00984356004285955,"no"
"Mexico","Mexico","MEX","Industrial","shrimp trawl","Mexico-Industrial-shrimp trawl",2014,28898.8529936989,0.000410731848134525,"no"
"Mexico","Mexico","MEX","Recreational","recreational fishing gear","Mexico-Recreational-recreational fishing gear",2014,1355.9727631355,1.92720866514722e-05,"no"
"Micronesia",NA,NA,"Industrial","longline","Micronesia-Industrial-longline",2014,32.290409841,4.58935159603288e-07,"no"
"Micronesia",NA,NA,"Industrial","purse seine","Micronesia-Industrial-purse seine",2014,7.2170617174,1.02574212822044e-07,"no"
"Montenegro","Montenegro","MNE","Artisanal","small scale encircling nets","Montenegro-Artisanal-small scale encircling nets",2014,4.4540364941,6.330405712916e-08,"no"
"Montenegro","Montenegro","MNE","Artisanal","small scale gillnets","Montenegro-Artisanal-small scale gillnets",2014,9.9360150449,1.41217986173155e-07,"no"
"Montenegro","Montenegro","MNE","Artisanal","small scale lines","Montenegro-Artisanal-small scale lines",2014,3.5651346611,5.06703275912485e-08,"yes"
"Montenegro","Montenegro","MNE","Artisanal","small scale pots or traps","Montenegro-Artisanal-small scale pots or traps",2014,8.8532102373,1.25828364311988e-07,"yes"
"Montenegro","Montenegro","MNE","Industrial","bottom trawl","Montenegro-Industrial-bottom trawl",2014,489.850275653,6.96211400058099e-06,"no"
"Montenegro","Montenegro","MNE","Industrial","pelagic trawl","Montenegro-Industrial-pelagic trawl",2014,90.7979806067,1.29048797852303e-06,"no"
"Montenegro","Montenegro","MNE","Industrial","purse seine","Montenegro-Industrial-purse seine",2014,156.6952465994,2.2270686052384e-06,"no"
"Montserrat (UK)","Montserrat","MSR","Artisanal","bagnets","Montserrat (UK)-Artisanal-bagnets",2014,0.0681352239,9.68388137813239e-10,"yes"
"Montserrat (UK)","Montserrat","MSR","Artisanal","mixed gear","Montserrat (UK)-Artisanal-mixed gear",2014,0.1168978867,1.66143912555215e-09,"no"
"Montserrat (UK)","Montserrat","MSR","Artisanal","small scale gillnets","Montserrat (UK)-Artisanal-small scale gillnets",2014,10.9216349528,1.5522634444323e-07,"no"
"Montserrat (UK)","Montserrat","MSR","Artisanal","small scale lines","Montserrat (UK)-Artisanal-small scale lines",2014,12.4499575994,1.76947994964125e-07,"yes"
"Montserrat (UK)","Montserrat","MSR","Artisanal","small scale pots or traps","Montserrat (UK)-Artisanal-small scale pots or traps",2014,13.8253387991,1.96495928654277e-07,"yes"
"Montserrat (UK)","Montserrat","MSR","Artisanal","small scale seine nets","Montserrat (UK)-Artisanal-small scale seine nets",2014,2.6340355411,3.74368590367209e-08,"yes"
"Montserrat (UK)","Montserrat","MSR","Subsistence","subsistence fishing gear","Montserrat (UK)-Subsistence-subsistence fishing gear",2014,0.9840000001,1.39853349436937e-08,"no"
"Morocco","Morocco","MAR","Industrial","bottom trawl","Morocco-Industrial-bottom trawl",2014,1006669.2546123,0.0143075271360171,"no"
"Morocco","Morocco","MAR","Industrial","hand lines","Morocco-Industrial-hand lines",2014,463.1970706731,6.58329896101906e-06,"no"
"Morocco","Morocco","MAR","Industrial","longline","Morocco-Industrial-longline",2014,2951.3340904156,4.19465404278549e-05,"no"
"Morocco","Morocco","MAR","Industrial","pots or traps","Morocco-Industrial-pots or traps",2014,959.3651941095,1.36352068816866e-05,"no"
"Morocco","Morocco","MAR","Industrial","purse seine","Morocco-Industrial-purse seine",2014,284845.179973194,0.00404843013070834,"no"
"Morocco","Morocco","MAR","Industrial","unknown class","Morocco-Industrial-unknown class",2014,44982.1588758992,0.000639319673075167,"no"
"Mozambique","Mozambique","MOZ","Artisanal","bagnets","Mozambique-Artisanal-bagnets",2014,4421.2834701774,6.28385469564671e-05,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","cast nets","Mozambique-Artisanal-cast nets",2014,2988.1873252792,4.24703258275233e-05,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","hand or tools","Mozambique-Artisanal-hand or tools",2014,446.8897021837,6.35152659277585e-06,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","harpoon","Mozambique-Artisanal-harpoon",2014,660.1702277997,9.38282698647877e-06,"no"
"Mozambique","Mozambique","MOZ","Artisanal","small scale encircling nets","Mozambique-Artisanal-small scale encircling nets",2014,12528.2382582845,0.000178060577519005,"no"
"Mozambique","Mozambique","MOZ","Artisanal","small scale gillnets","Mozambique-Artisanal-small scale gillnets",2014,17772.2557988836,0.000252592428889361,"no"
"Mozambique","Mozambique","MOZ","Artisanal","small scale lines","Mozambique-Artisanal-small scale lines",2014,15116.1850681475,0.000214842389458761,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","small scale other nets","Mozambique-Artisanal-small scale other nets",2014,1113.7566867481,1.58295328337071e-05,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","small scale pots or traps","Mozambique-Artisanal-small scale pots or traps",2014,7481.047172072,0.000106326169126389,"yes"
"Mozambique","Mozambique","MOZ","Artisanal","small scale seine nets","Mozambique-Artisanal-small scale seine nets",2014,11790.3350300206,0.000167572951703705,"yes"
"Mozambique","Mozambique","MOZ","Industrial","other industrial","Mozambique-Industrial-other industrial",2014,2667.999316318,3.79195773012817e-05,"no"
"Mozambique","Mozambique","MOZ","Industrial","shrimp trawl","Mozambique-Industrial-shrimp trawl",2014,9797.7951554951,0.000139253502993266,"no"
"Mozambique","Mozambique","MOZ","Subsistence","subsistence fishing gear","Mozambique-Subsistence-subsistence fishing gear",2014,85191.2618187686,0.00121080114907551,"no"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","artisanal fishing gear","Myanmar-Artisanal-artisanal fishing gear",2014,2681.433039792,3.81105073036249e-05,"no"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","bagnets","Myanmar-Artisanal-bagnets",2014,33057.274306557,0.000469834403918473,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","cast nets","Myanmar-Artisanal-cast nets",2014,7923.233924798,0.00011261085392711,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","hand or tools","Myanmar-Artisanal-hand or tools",2014,8748.018421312,0.0001243333005114,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale encircling nets","Myanmar-Artisanal-small scale encircling nets",2014,24403.748487664,0.00034684410208024,"no"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale gillnets","Myanmar-Artisanal-small scale gillnets",2014,75297.881059737,0.00107018911286973,"no"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale lines","Myanmar-Artisanal-small scale lines",2014,25661.776441924,0.000364724124750024,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale other nets","Myanmar-Artisanal-small scale other nets",2014,9325.1259103316,0.000132535578490702,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale pots or traps","Myanmar-Artisanal-small scale pots or traps",2014,53862.116878848,0.000765528196392801,"yes"
"Myanmar","Myanmar (Burma)","MMR","Artisanal","small scale seine nets","Myanmar-Artisanal-small scale seine nets",2014,14223.105552385,0.000202149283607113,"yes"
"Myanmar","Myanmar (Burma)","MMR","Industrial","bottom trawl","Myanmar-Industrial-bottom trawl",2014,544827.03075252,0.00774348425881887,"no"
"Myanmar","Myanmar (Burma)","MMR","Industrial","gillnet","Myanmar-Industrial-gillnet",2014,95593.323881558,0.00135864293976496,"no"
"Myanmar","Myanmar (Burma)","MMR","Industrial","purse seine","Myanmar-Industrial-purse seine",2014,142625.631255314,0.00202710083786444,"no"
"Namibia","Namibia","NAM","Industrial","bottom trawl","Namibia-Industrial-bottom trawl",2014,125267.999999744,0.00178040135929371,"no"
"Namibia","Namibia","NAM","Industrial","lines","Namibia-Industrial-lines",2014,4157,5.90823550355962e-05,"no"
"Namibia","Namibia","NAM","Industrial","longline","Namibia-Industrial-longline",2014,6026.4780644813,8.56527583882407e-05,"no"
"Namibia","Namibia","NAM","Industrial","pelagic trawl","Namibia-Industrial-pelagic trawl",2014,269496,0.00383027624553116,"no"
"Namibia","Namibia","NAM","Industrial","pole and line","Namibia-Industrial-pole and line",2014,1060.96871138,1.50792711300005e-05,"no"
"Namibia","Namibia","NAM","Industrial","pots or traps","Namibia-Industrial-pots or traps",2014,2884.555881882,4.09974391949409e-05,"no"
"Namibia","Namibia","NAM","Industrial","purse seine","Namibia-Industrial-purse seine",2014,29600.25,0.000420700620553862,"no"
"Namibia","Namibia","NAM","Industrial","unknown class","Namibia-Industrial-unknown class",2014,4369.474079576,6.21021936224065e-05,"no"
"Nauru","Nauru","NRU","Industrial","longline","Nauru-Industrial-longline",2014,0.1176965513,1.67279033687079e-09,"no"
"Netherlands","Netherlands","NLD","Artisanal","small scale pots or traps","Netherlands-Artisanal-small scale pots or traps",2014,6.4000000007,9.09615280897698e-08,"yes"
"Netherlands","Netherlands","NLD","Industrial","bottom trawl","Netherlands-Industrial-bottom trawl",2014,73847.0007586188,0.00104956813017432,"no"
"Netherlands","Netherlands","NLD","Industrial","pelagic trawl","Netherlands-Industrial-pelagic trawl",2014,265335.518631905,0.00377114441072029,"no"
"Netherlands","Netherlands","NLD","Industrial","shrimp trawl","Netherlands-Industrial-shrimp trawl",2014,23580.9999942909,0.000335150592676711,"no"
"New Caledonia (France)",NA,NA,"Industrial","longline","New Caledonia (France)-Industrial-longline",2014,70.1000310561,9.96313428641524e-07,"no"
"New Zealand","New Zealand","NZL","Artisanal","artisanal fishing gear","New Zealand-Artisanal-artisanal fishing gear",2014,2793.6484683299,3.97053958745529e-05,"no"
"New Zealand","New Zealand","NZL","Artisanal","dredge","New Zealand-Artisanal-dredge",2014,414.335985567,5.88884912275515e-06,"no"
